talent_id,hero_id,talent_level,talent_name,talent_cooldown,talent_desc
1355,59,1,Way of the Wind,0,"Quest:ÿAttacking a Hero from Wind Walk increases the Movement Speed bonus of Wind Walk by 1.25%, up to 25%. Reward:ÿAfter hitting 20 Heroes, Wind Walk\'s Unrevealable duration is increased to 2.5 seconds."
1356,59,4,Mirage,0,"Mirror Image grants you and your Images 40 Spell Armor against the next 2 sources of Spell damage, reducing damage taken by 40%."
1357,59,4,One with the Wind,0,"While Stealthed by Wind Walk, gain 60 Armor, taking 60% reduced damage from all sources."
1358,59,4,Deflection,0,"Advancing Strikes grants 25 Physical Armor against Hero Basic Attacks, reducing damage taken by 25%."
1359,59,7,Burning Blade,0,"Critical Strikes unleash a burst of flame, dealing an additional 65% of your Basic Attack damage to the target and nearby enemies."
1360,59,7,Phantom Pain,0,Critical Strikes deal an additional 40% of your Basic Attack damage for each Image you have active.
1361,59,7,Crushing Blows,0,"Critical Strike now has two charges, and Critical Strikes deal an additional 25% of your Basic Attack damage."
1362,59,10,Bladestorm,110,"Become an Unstoppable whirlwind of death, dealing 548 (260 + 4% per level) damage per second to nearby enemies for 4 seconds."
1363,59,10,Illusion Master,6,"Switch places with the target Mirror Image, removing most negative effects from Samuro and the target Mirror Image. Passive:ÿYou can control Mirror Images separately or as a group, and they deal an additional 10% of your damage."
1364,59,13,Mirrored Steel,0,Basic Attacks against Heroes reduce the cooldown of Mirror Image by 1 second.
1365,59,13,Kawarimi,0,Wind Walk creates an Image at your location that will continue whatever you were doing.
1366,59,13,Shukuchi,0,Wind Walk teleports you a short distance in the direction you\'re currently facing.
1367,59,16,Merciless Strikes,0,"Basic Attacks against slowed, rooted, or stunned targets are always Critical Strikes."
1368,59,16,Harsh Winds,0,Attacking a Hero from Wind Walk causes them to take 30% increased damage from you and your Images for 3 seconds.
1369,59,16,Press the Attack,0,"While Advancing Strikes is active, Basic Attacks increase your Attack Speed by 15%, up to 60%."
1370,59,20,Dance of Death,0,Your Images use Bladestorm when you do.
1371,59,20,Three Blade Style,0,"Your Images gain an additional 50% of your Health, and last up to 36 seconds."
1372,59,20,Wind Strider,0,Wind Walk\'s cooldown is reduced by 6 seconds.
1373,59,20,Blademaster\'s Pursuit,0,"Advancing Strikes grants an additional 15% bonus Movement Speed, and its duration is increased by 2 seconds."
1374,60,1,Lion\'s Maw,0,"Quest:ÿEvery time Lion\'s Fang hits a Hero, increase its damage by 4, up to 120 Reward:ÿAfter hitting 30 Heroes, the slow is increased to 50% and its duration is increased to 2 seconds."
1375,60,1,Overpower,0,"When you Parry a Hero\'s Basic Attack, Heroic Strike\'s cooldown is refreshed and the next one does 25% more damage."
1376,60,1,High King\'s Quest,0,Quest:ÿHit 50 Heroes with Basic Attacks. Quest Participate in 5 Hero Takedowns. Quest: Gather 20 Regeneration Globes. Reward: Completing a Quest grants 10 Base Attack Damage. Completing all 3 Quests grants an additional 30 Base Attack Damage.
1377,60,4,Shield Wall,0,"Parry now grants Protected, preventing all incoming damage for the duration."
1378,60,4,Warbringer,0,"Charge now stuns the target for 1 second instead of slowing them, and its cooldown is reduced by 6 seconds."
1379,60,7,Live by the Sword,0,"Increase the duration of Parry by 40%. If you block at least 2 Hero Basic Attacks with a single Parry, its cooldown is reduced by 2 seconds."
1380,60,7,Second Wind,0,"Basic Attacks heal Varian for 1.17% of his maximum Health. While below 50% Health, they also heal him for 50% of the damage dealt."
1381,60,7,Victory Rush,0,"Every 60 seconds, Varian\'s next Basic Attack will heal him for 877 (416 + 4% per level) Health. When a nearby enemy minion dies, the cooldown is reduced by 15 seconds."
1382,60,10,Taunt,16,Force the target Hero to attack Varian for 1.25 seconds.
1383,60,10,Colossus Smash,20,"Smash a target enemy, dealing 410 (195 + 4% per level) damage and making them Vulnerable for 3 seconds."
1384,60,10,Twin Blades of Fury,0,"Basic Attacks reduce Heroic Strike\'s cooldown by 9 seconds, and increase Varian\'s Movement Speed by 30% for 2 seconds."
1385,60,13,Juggernaut,0,Charge deals bonus damage to Heroes equal to 6% of their maximum Health.
1386,60,13,Mortal Strike,0,Heroes hit by Heroic Strike receive 40% reduced healing for 4 seconds.
1387,60,13,Shattering Throw,30,"Activate to throw a sword that deals 110 (52 + 4% per level) damage to the target, and up to 3068 (1456 + 4% per level) bonus damage to their Shields.Passive: Basic Attacks deal up to 200% bonus damage to Shields."
1388,60,16,Banner of Stormwind,45,Activate to place a Banner that grants 25% increased Movement Speed to nearby allied Heroes. Lasts 12 seconds.
1389,60,16,Banner of Ironforge,45,"Activate to place a Banner that grants 25 Armor to nearby allied Heroes, reducing damage taken by 25%. Lasts 12 seconds."
1390,60,16,Banner of Dalaran,45,Activate to place a Banner that grants 20% increased Ability Power to nearby allied Heroes. Lasts 12 seconds.
1391,60,20,Vigilance,0,Being hit by a Hero Basic Attack reduces the cooldown of Taunt by 1 second.
1392,60,20,Master at Arms,0,"Colossus Smash affects all enemies near the target, and its cooldown is reduced by 10 seconds."
1393,60,20,Frenzy,0,"Twin Blades of Fury increases Varian\'s Attack Speed by an additional 15%, and Basic Attacks increase his Movement Speed by an additional 10%."
1394,60,20,Glory to the Alliance,0,"Banner now also increases health regeneration and all healing received for nearby allied Heroes by 50%, and the cooldown is reduced by 20 seconds."
1395,60,20,Demoralizing Shout,25,"Activate to demoralize nearby enemy Heroes, reducing damage they deal by 25% for 5 seconds."
1396,61,1,Demolitions Expert,0,"Quest: For every 5 enemy Heroes hit by Particle Grenade, its recharge rate lowers by 0.375 seconds, up to 3 seconds.Reward: Once Particle Grenade has hit 40 enemy Heroes, its radius is increased by 15%."
1397,61,1,Together We Are Strong,0,"Every 22 (11 + 4% per level) damage done by allies while under Shield Ally contributes 1 Energy, up to 25 Energy per shield."
1398,61,1,Feel the Heat,0,Zarya\'s Basic Attack deals -8.50% additional damage to enemies in melee range.
1399,61,1,Maximum Charge,0,Regen Globes now instantly grant 20 Energy.Quest: Spend 120 seconds at or above 50 Energy.Reward: Gain an additional 20 maximum Energy.
1400,61,4,I Am the Strongest,0,Personal Barrier absorbs an additional 307 (146 + 4% per level) damage.
1401,61,4,Give Me Twenty,0,"Quest: Regeneration Globes increase Shield Ally absorb amount by 15, up to 300 permanently. Reward: After collecting 20 Regen Globes, permanently reduce the cooldown of Shield Ally by 3 seconds."
1402,61,4,Speed Barrier,0,Shield Ally increases the allied Hero\'s Movement Speed by 35% for the duration.
1403,61,4,Defensive Shielding,0,"Upon expiration or breaking, Personal Barrier and Shield Ally reduce the damage of the next 2 Hero Basic Attacks within 12 seconds by 75%."
1404,61,7,Pinpoint Accuracy,0,Particle Grenade deals 40% more damage to enemies hit by the center of the blast.
1405,61,7,Explosive Barrier,0,"Upon expiration or breaking, Personal Barrier explodes, dealing 220 (104 + 4% per level) damage to nearby enemies."
1406,61,7,To the Limit,0,While above 50 Energy your Basic Attack size is increased by 35%.
1407,61,7,Hit Me,0,Damage absorbed by Zarya\'s Shields contributes 20% more Energy.
1408,61,10,Graviton Surge,120,Launch a gravity bomb that detonates after 1 second and draws enemy Heroes toward the center for 2.5 seconds.
1409,61,10,Expulsion Zone,45,Launch a gravity bomb that deals 272 (129 + 4% per level) damage and creates an expulsion zone for 3.5 seconds. Enemies who enter the affected area are knocked back and have their Movement Speed reduced by 50% for 1 second.
1410,61,13,Unstoppable Competitor,0,Personal Barrier makes you Unstoppable for up to 1.5 seconds.
1411,61,13,Spell Barrier,0,"Upon expiration or breaking, Personal Barrier grants a Spell Shield that reduces Ability Damage taken by 75% for 3 seconds."
1412,61,13,Endurance Training,0,"While at or above 75 Energy, Zarya gains 20 Armor, reducing all damage taken by 20%."
1413,61,13,Pain is Temporary,30,Activate to consume all Energy and gain a shield that absorbs 0.5% of Zarya\'s maximum Health per Energy consumed and lasts for 3 seconds. Zarya may only have one personal shield active on herself at a time.
1414,61,16,Plasma Shock,0,Particle Grenade slows Movement Speed by 35% for 1 second to enemies near the center.
1415,61,16,Cleansing Shield,0,Shield Ally removes all disabling effects.
1416,61,16,Gain Train,0,Shield Ally now grants an untalented shield to a nearby ally upon impact.
1417,61,16,Born in Battle,0,"While at or above 75 Energy, Zarya\'s cooldowns regenerate 25% faster."
1418,61,20,Gravity Kills,0,Increases Graviton Surge\'s duration by 1 second and causes it to deal 307 (146 + 4% per level) damage over the duration.
1419,61,20,Clear Out,0,Increases Expulsion Zone\'s radius by 15% and Zarya\'s maximum Energy temporarily increases by 10 per enemy Hero hit for 10 seconds.
1420,61,20,Grenadier,0,All Particle Grenade charges are returned at once.
1421,61,20,Unyielding Defender,45,Activate to reset the cooldown of Personal Barrier and Shield Ally.
1422,62,1,Vigor,0,"Quest:ÿValeera regenerates an additional 2 Energy per second. Reward: After Gathering 20 Regen Globes, increase Valeera\'s maximum Energy to 120."
1423,62,1,Subtlety,0,"After remaining Vanished for at least 4 seconds, Ambush, Cheap Shot, or Garrote causes Veleera to regenerate an additional 10 Energy per second for 5 seconds."
1424,62,1,Combat Readiness,0,"Each Combo Point spent grants 50 Physical Armor against the next enemy Hero Basic Attack, reducing its damage by 50%. Stores up to 3 charges."
1425,62,1,Crippling Poison,15,Activate to cause Valeera\'s next instance of Spell Damage to slow enemy Movement Speed by 25% for 3 seconds. Activating Crippling Poison does not break Vanish.
1426,62,4,Relentless Strikes,0,Reduces the Energy cost of Sinister Strike by 10.
1427,62,4,Hemorrhage,0,Valeer\'s Basic Attacks deal 25% additional damage to enemies affected by Garrote.
1428,62,4,Initiative,0,"Ambush, Cheap Shot, and Garrote award 2 Combo Points."
1429,62,4,Wound Poison,15,Activate to cause Valeera\'s next instance of Spell Damage to also reduce healing received by the victim by 50% for 4 seconds. Activating Wound Poison does not break Vanish.
1430,62,7,Mutilate,0,"Sinister Strike now hits with both blades, dealing 100% additional damage, but its range is reduced by 1."
1431,62,7,Fatal Finesse,0,"Quest:ÿEach time Blade Flurry damages an enemy Hero, its damage increases by 3, up to 60. Reward:ÿAfter damaging 20 Heroes with Blade Flurry, permanently reduce its Energy cost by 20."
1432,62,7,Slice and Dice,0,Eviscerating an enemy with 3 Combo Points causes Valeera\'s next 3 Basic Attacks to have their Attack Speed increased by 150%. Lasts 3 seconds.
1433,62,7,Assassinate,0,Ambush deals 100% additional damage if no other enemy Heroes are within 5 range of the victim.
1434,62,10,Smoke Bomb,60,"Create a cloud of smoke. While in the smoke, Valeera is Unreavealable, can pass through other units, and gains 25 Armor, reducing damage taken by 25%. Valeera can continue to attack and use abilities without being revealed. Lasts 5 seconds. Using this Ability does not break Vanish."
1435,62,10,Cloak of Shadows,18,"Valeera is enveloped in a Cloak of Shadows, which immediately removes all damage over time effects from her. For 1 second, she becomes Unstoppable and gains 75 Spell Armor, reducing Ability Damage taken by 75%. Using this Ability does not break Vanish."
1436,62,13,Elusiveness,0,Increase Valeera\'s Movement Speed while Vanished by an additional 10%.
1437,62,13,Death From Above,0,Ambush now has 5 range and teleports Valeera behind the victim.
1438,62,13,Blind,0,"When Cheap Shot expires, the victim is blinded for 2.5 seconds."
1439,62,13,Strangle,0,Garrote reduces Ability Damage dealt by the victim by 25% for 7 seconds.
1440,62,16,Seal Fate,0,"Sinister Strike deals 50% additional damage and generates an additional Combo Point when used against silenced, rooted, or stunned enemy Heroes."
1441,62,16,Rupture,0,Valeera\'s Basic Attacks refresh the damage over time effect of Garrote.
1442,62,16,Expose Armor,0,"Eviscerating an enemy with 3 Combo Points causes them to lose 25 Armor for 2 seconds, increasing all damage taken by 25%."
1443,62,16,Thistle Tea,60,Activate to instantly restore 100 Energy.
1444,62,20,Adrenaline Rush,0,"While in the Smoke Bomb, Valeera regenerates an additional 30 Energy per second."
1445,62,20,Enveloping Shadows,0,"Whenever Valeera uses Vanish, she also gains Cloak of Shadows."
1446,62,20,Nightslayer,0,Reduces the cooldown of Vanish by 3 seconds.
1447,62,20,Cold Blood,45,Activate to increase the damage of Valeera\'s next Evicerate by 100%. Activating Cold Blood does not break Vanish.
1448,63,1,Boneslicer,0,Grievous Throw now pierces through enemies. Bonus damage increased by 15%.
1449,63,1,Arcanite Axes,0,Twin Cleave cooldown reduced by 0.5 seconds for every Hero hit. Ability Power is increased by 25% while below 50% Health.
1450,63,1,You Want Axe?,0,"Quest:ÿEvery 5 Basic Attacks used against Heroes increases your Basic Attack damage by 1.5. Reward:ÿUpon reaching 24 Stacks, permanently gain 20% Range."
1451,63,4,Troll\'s Blood,0,Increases Regeneration healing by 75%.
1452,63,4,Let the Killing Begin,0,"Enemies killed by you increase your attack speed by 6% for 10 seconds, stacking up to 5 times. Basic Attacks refresh the duration."
1453,63,4,Headhunter,60,Quest:ÿKill all unique enemy Heroes. Reward: Activate to reveal all enemy Heroes for 4 seconds.
1454,63,7,Vicious Assault,0,Increases the number of charges to 6. Basic Attacks against afflicted Heroes reduces cooldown by 2 seconds.
1455,63,7,Wrong Place Wrong Time,0,"If an enemy is hit by both axes at the same time, deal bonus damage."
1456,63,7,Recklessness,0,"While below 50% health, gain 25% bonus Attack Damage."
1457,63,10,Taz\'dingo!,90,Cannot be reduced to less than 1 Health for the next 4 seconds.
1458,63,10,Guillotine,45,"Throw a massive axe into the air that crashes down on enemies, dealing damage based on how much Health you are missing."
